household_id,community,latitude,longitude
dqcp176g,dqcp17,39.21767234802246,-77.28487014770508
dqcnc7hq,dqcnc7,39.172868728637695,-77.28281021118164
dqcnc29k,dqcnc2,39.15879249572754,-77.28693008422852
dqcngqhc,dqcngq,39.18848991394043,-77.19423294067383
dqcnbbdq,dqcnbb,39.159135818481445,-77.30752944946289
dqcncsjm,dqcncs,39.17819023132324,-77.27045059204102
dqcnbchm,dqcnbc,39.16171073913574,-77.30478286743164
dqcng43b,dqcng4,39.1677188873291,-77.2093391418457
dqcnfpuz,dqcnfp,39.19913291931152,-77.24916458129883
dqcp473c,dqcp47,39.217329025268555,-77.2422981262207
dqchf7jt,dqchf7,38.82113456726074,-77.23714828491211
dqcncu6f,dqcncu,39.17904853820801,-77.26289749145508
dqcncvkb,dqcncv,39.1841983795166,-77.26015090942383
dqcnfk5z,dqcnfk,39.17853355407715,-77.23955154418945
dqcp1rx0,dqcp1r,39.24050331115723,-77.27903366088867
dqcp1yv9,dqcp1y,39.236555099487305,-77.25912094116211
dqcnctbb,dqcnct,39.18694496154785,-77.27663040161133
dqcne6ct,dqcne6,39.12737846374512,-77.19869613647461
dqcngjkj,dqcngj,39.18505668640137,-77.20624923706055
dqcner94,dqcner,39.15295600891113,-77.19938278198242
dqcnf6cg,dqcnf6,39.17098045349121,-77.2422981262207
dqcncf4c,dqcncf,39.16651725769043,-77.26289749145508
dqcnf6cj,dqcnf6,39.17132377624512,-77.24332809448242
dqcncfq5,dqcncf,39.16823387145996,-77.2584342956543
dqcne4gy,dqcne4,39.12755012512207,-77.20659255981445
dqcng06w,dqcng0,39.15776252746582,-77.20830917358398
dqcnf3uz,dqcnf3,39.16617393493652,-77.23817825317383
dqcnc6tb,dqcnc6,39.16909217834473,-77.2807502746582
dqcnc7bc,dqcnc7,39.176130294799805,-77.28761672973633
dqcp1z6r,dqcp1z,39.24033164978027,-77.26358413696289
dqcncdq7,dqcncd,39.16823387145996,-77.26907730102539
dqcp1ys8,dqcp1y,39.23501014709473,-77.26049423217773
dqcp4kgx,dqcp4k,39.22659873962402,-77.23989486694336
dqcnc78q,dqcnc7,39.175615310668945,-77.28830337524414
dqcnf794,dqcnf7,39.17492866516113,-77.24332809448242
dqcncwc5,dqcncw,39.19295310974121,-77.27628707885742
dqcnc0y3,dqcnc0,39.159650802612305,-77.29104995727539
dqcp1rzr,dqcp1r,39.24307823181152,-77.27869033813477
dqcncf6c,dqcncf,39.167890548706055,-77.26289749145508
dqcnfffs,dqcnff,39.171152114868164,-77.21929550170898
dqcng4te,dqcng4,39.169607162475586,-77.20418930053711
dqcnc0gn,dqcnc0,39.16050910949707,-77.29551315307617
dqcnfqc3,dqcnfq,39.192609786987305,-77.24298477172852
dqcncx6x,dqcncx,39.19638633728027,-77.27422714233398
dqcne1qu,dqcne1,39.118967056274414,-77.20247268676758
dqcn9xvx,dqcn9x,39.15518760681152,-77.27010726928711
dqcp1wg8,dqcp1w,39.23638343811035,-77.27285385131836
dqcp1gxv,dqcp1g,39.21938896179199,-77.25603103637695
dqcn9r0y,dqcn9r,39.150896072387695,-77.28761672973633
dqcnenmf,dqcnen,39.14608955383301,-77.2038459777832
dqcnc2sv,dqcnc2,39.15896415710449,-77.28212356567383
dqcncgsj,dqcncg,39.17544364929199,-77.26118087768555
dqcncfjz,dqcncf,39.16754722595215,-77.2587776184082
dqcp4k9b,dqcp4k,39.22402381896973,-77.2422981262207
dqcncv9e,dqcncv,39.186086654663086,-77.26461410522461
dqcncvy0,dqcncv,39.18694496154785,-77.2584342956543
dqcng23k,dqcng2,39.157419204711914,-77.19903945922852
dqcncf69,dqcncf,39.167890548706055,-77.26324081420898
dqcng0x3,dqcng0,39.15827751159668,-77.20178604125977
dqcnc9vh,dqcnc9,39.165658950805664,-77.27079391479492
dqcncvhv,dqcncv,39.18368339538574,-77.26015090942383
dqcng0rh,dqcng0,39.157419204711914,-77.20212936401367
dqcnf1g2,dqcnf1,39.16497230529785,-77.25122451782227
dqcp4hth,dqcp4h,39.22471046447754,-77.24882125854492
dqcnf559,dqcnf5,39.17201042175293,-77.25088119506836
dqcp1wk6,dqcp1w,39.23398017883301,-77.27182388305664
dqcng5m8,dqcng5,39.1732120513916,-77.20418930053711
dqcnc3fk,dqcnc3,39.165658950805664,-77.28555679321289
dqcnfkw0,dqcnfk,39.18007850646973,-77.2364616394043
dqcp1yek,dqcp1y,39.23569679260254,-77.26221084594727
dqcnc1m6,dqcnc1,39.16256904602051,-77.29242324829102
dqcnfkys,dqcnfk,39.182138442993164,-77.23577499389648
dqcp1wbz,dqcp1w,39.23758506774902,-77.27663040161133
dqcnc6ht,dqcnc6,39.16720390319824,-77.28246688842773
dqcnc8ft,dqcnc8,39.16033744812012,-77.27422714233398
dqcngqwq,dqcngq,39.192094802856445,-77.19217300415039
dqcp1xyv,dqcp1x,39.24273490905762,-77.26839065551758
dqcnfmdf,dqcnfm,39.18591499328613,-77.24092483520508
dqcnfs2t,dqcnfs,39.17956352233887,-77.23302841186523
dqcnfpuy,dqcnfp,39.19896125793457,-77.24916458129883
dqcnfmyp,dqcnfm,39.18814659118652,-77.2364616394043
dqcnc778,dqcnc7,39.1732120513916,-77.28384017944336
dqcp1gmx,dqcp1g,39.21835899353027,-77.25912094116211
dqcp4jxf,dqcp4j,39.22986030578613,-77.24504470825195
dqcn7m99,dqcn7m,39.09785270690918,-77.19869613647461
dqcp1gsz,dqcp1g,39.2197322845459,-77.26015090942383
dqcnc77d,dqcnc7,39.17355537414551,-77.28384017944336
dqcncum1,dqcncu,39.178876876831055,-77.25980758666992
dqcncuc6,dqcncu,39.18179512023926,-77.26495742797852
dqcp4j1c,dqcp4j,39.22694206237793,-77.2532844543457
dqcncfne,dqcncf,39.166860580444336,-77.25774765014648
dqcnfq3v,dqcnfq,39.19054985046387,-77.2422981262207
dqcncu74,dqcncu,39.17904853820801,-77.26255416870117
dqcnf69x,dqcnf6,39.1702938079834,-77.24264144897461
dqcp1ym5,dqcp1y,39.23415184020996,-77.25980758666992
dqcnc5jg,dqcnc5,39.172353744506836,-77.2917366027832
dqcnep20,dqcnep,39.1512393951416,-77.21174240112305
dqcnfnyk,dqcnfn,39.193124771118164,-77.24710464477539
dqcnczy0,dqcncz,39.19793128967285,-77.2584342956543
dqcnft40,dqcnft,39.18282508850098,-77.2309684753418
dqcnfgqb,dqcnfg,39.1732120513916,-77.21345901489258
dqcnfmnj,dqcnfm,39.18368339538574,-77.2364616394043
dqcnc5rf,dqcnc5,39.17355537414551,-77.28899002075195
dqcn8zhj,dqcn8z,39.15072441101074,-77.30512619018555
dqcncsvg,dqcncs,39.18196678161621,-77.2697639465332
dqcncxc2,dqcncx,39.19793128967285,-77.27594375610352
dqcncesv,dqcnce,39.17544364929199,-77.27113723754883
dqcncv9s,dqcncv,39.18625831604004,-77.26461410522461
dqcnennp,dqcnen,39.14557456970215,-77.2035026550293
dqcndk23,dqcndk,39.134931564331055,-77.24435806274414
dqcn9rge,dqcn9r,39.15450096130371,-77.28384017944336
dqcp1vqh,dqcp1v,39.228830337524414,-77.2584342956543
dqcn7m93,dqcn7m,39.09785270690918,-77.19903945922852
dqcnc5r3,dqcnc5,39.173383712768555,-77.28967666625977
dqcnf47s,dqcnf4,39.168405532836914,-77.25088119506836
dqcnc60q,dqcnc6,39.167375564575195,-77.28830337524414
dqcnbbe7,dqcnbb,39.158620834350586,-77.30615615844727
dqcn8zhh,dqcn8z,39.15055274963379,-77.30512619018555
dqcnc2w6,dqcnc2,39.15844917297363,-77.28006362915039
dqcp1gtj,dqcp1g,39.21938896179199,-77.25980758666992
dqcncxy1,dqcncx,39.198102951049805,-77.2694206237793
dqcnf4v1,dqcnf4,39.170637130737305,-77.24882125854492
dqcp1cqm,dqcp1c,39.20702934265137,-77.25809097290039
dqcp1ymn,dqcp1y,39.23466682434082,-77.25980758666992
dqcnc78x,dqcnc7,39.1757869720459,-77.28796005249023
dqcnc5hk,dqcnc5,39.17252540588379,-77.29379653930664
dqcnfq6s,dqcnfq,39.190378189086914,-77.24126815795898
dqcnctq4,dqcnct,39.18454170227051,-77.2694206237793
dqcp4j6s,dqcp4j,39.228830337524414,-77.25225448608398
dqcne28u,dqcne2,39.11484718322754,-77.19972610473633
dqcp41gr,dqcp41,39.21011924743652,-77.25122451782227
dqcp1bqv,dqcp1b,39.20153617858887,-77.25740432739258
dqcncb21,dqcncb,39.156904220581055,-77.26667404174805
dqcp3b1f,dqcp3b,39.24359321594238,-77.2642707824707
dqcp4kb6,dqcp4k,39.22574043273926,-77.24435806274414
dqcncucd,dqcncu,39.18179512023926,-77.26461410522461
dqcne4gx,dqcne4,39.12772178649902,-77.20693588256836
dqcnctex,dqcnct,39.1867733001709,-77.27285385131836
dqcnc9je,dqcnc9,39.161367416381836,-77.27010726928711
dqcng2bf,dqcng2,39.15982246398926,-77.19972610473633
dqcngggb,dqcngg,39.17595863342285,-77.17363357543945
dqcnc4u8,dqcnc4,39.17046546936035,-77.29345321655273
dqcnbbdk,dqcnbb,39.15879249572754,-77.30752944946289
dqcne0v2,dqcne0,39.11553382873535,-77.20453262329102
dqcn9pzt,dqcn9p,39.15484428405762,-77.28933334350586
dqcngfnt,dqcngf,39.16720390319824,-77.16985702514648
dqcjghk2,dqcjgh,39.0029239654541,-77.20590591430664
dqcncrp5,dqcncr,39.194326400756836,-77.27903366088867
dqcp1yty,dqcp1y,39.236040115356445,-77.2587776184082
dqcn9rqs,dqcn9r,39.151926040649414,-77.27972030639648
dqcnct4r,dqcnct,39.18402671813965,-77.27457046508789
dqcncgpy,dqcncg,39.172868728637695,-77.25603103637695
dqcnc7bd,dqcnc7,39.17630195617676,-77.28796005249023
dqcp4htm,dqcp4h,39.22488212585449,-77.24847793579102
dqcnc7y0,dqcnc7,39.17595863342285,-77.2804069519043
dqcncueg,dqcncu,39.180593490600586,-77.26152420043945
dqcp32j7,dqcp32,39.243764877319336,-77.28143692016602
dqcp478m,dqcp47,39.21938896179199,-77.24435806274414
dqcp1wg7,dqcp1w,39.23689842224121,-77.27319717407227
dqcnem9f,dqcnem,39.14196968078613,-77.1983528137207
dqcng0es,dqcng0,39.15879249572754,-77.20693588256836
dqcp47ch,dqcp47,39.220590591430664,-77.24332809448242
dqcncssg,dqcncs,39.180593490600586,-77.27113723754883
dqcndte4,dqcndt,39.14196968078613,-77.22959518432617
dqcp3b1m,dqcp3b,39.24410820007324,-77.26495742797852
dqcnfc69,dqcnfc,39.162397384643555,-77.21929550170898
dqcncc0x,dqcncc,39.16205406188965,-77.26598739624023
dqcncv53,dqcncv,39.18299674987793,-77.26221084594727
dqcp4hjy,dqcp4h,39.222307205200195,-77.2477912902832
dqcngnjv,dqcngn,39.18917655944824,-77.2038459777832
dqcng0g7,dqcng0,39.15999412536621,-77.20727920532227
dqcp1fce,dqcp1f,39.21492576599121,-77.26461410522461
dqcng78b,dqcng7,39.17458534240723,-77.19972610473633
dqcn7pg9,dqcn7p,39.110212326049805,-77.20693588256836
dqcnc48z,dqcnc4,39.1702938079834,-77.29860305786133
dqcnfmnq,dqcnfm,39.183855056762695,-77.23611831665039
dqcncxsz,dqcncx,39.1977596282959,-77.27113723754883
dqcn71f0,dqcn71,39.07708168029785,-77.2089958190918
dqcncc0t,dqcncc,39.16171073913574,-77.26598739624023
dqcnbchx,dqcnbc,39.16205406188965,-77.30443954467773
dqcp1w9k,dqcp1w,39.23569679260254,-77.27594375610352
dqcp38qj,dqcp38,39.24548149108887,-77.2694206237793
dqcndtxt,dqcndt,39.14248466491699,-77.22341537475586
dqcngjgx,dqcngj,39.18814659118652,-77.20693588256836
dqcp1wft,dqcp1w,39.23724174499512,-77.27422714233398
dqcncf22,dqcncf,39.1677188873291,-77.26633071899414
dqcnc6ex,dqcnc6,39.1702938079834,-77.28384017944336
dqcncx46,dqcncx,39.19415473937988,-77.27457046508789
dqcnbbzc,dqcnbb,39.159650802612305,-77.29997634887695
dqcncjbv,dqcncj,39.18780326843262,-77.29860305786133
dqcnct6t,dqcnct,39.18505668640137,-77.27422714233398
dqcng74n,dqcng7,39.172868728637695,-77.1980094909668
dqcp428v,dqcp42,39.20290946960449,-77.24367141723633
dqcncfu4,dqcncf,39.17080879211426,-77.26118087768555
dqcng0qg,dqcng0,39.15724754333496,-77.20247268676758
dqcncf58,dqcncf,39.16634559631348,-77.26186752319336
dqcp4qdb,dqcp4q,39.23501014709473,-77.24092483520508
dqcncu6h,dqcncu,39.179391860961914,-77.2639274597168
dqcnf9bj,dqcnf9,39.16583061218262,-77.23371505737305
dqcnc16p,dqcnc1,39.16342735290527,-77.2968864440918
